,parents,has_nurs,form,children,housing,finance,social,health,target
1007,usual,less_proper,complete,3,critical,convenient,nonprob,recommended,priority
6288,pretentious,improper,completed,1,less_conv,convenient,problematic,priority,priority
6809,pretentious,improper,foster,3,convenient,convenient,problematic,recommended,priority
7283,pretentious,critical,completed,3,critical,inconv,slightly_prob,recommended,spec_prior
10637,great_pret,improper,completed,2,convenient,convenient,nonprob,recommended,priority
11788,great_pret,critical,incomplete,3,convenient,inconv,problematic,not_recom,not_recom
12266,great_pret,very_crit,complete,more,convenient,inconv,nonprob,recommended,spec_prior
9408,great_pret,proper,foster,3,convenient,inconv,slightly_prob,priority,spec_prior
12238,great_pret,very_crit,complete,3,less_conv,inconv,problematic,not_recom,not_recom
2624,usual,critical,complete,1,less_conv,inconv,problematic,recommended,priority
6342,pretentious,improper,completed,2,less_conv,convenient,problematic,priority,priority
10895,great_pret,improper,incomplete,2,critical,convenient,problematic,recommended,spec_prior
5397,pretentious,less_proper,complete,more,critical,inconv,problematic,priority,priority
3056,usual,critical,incomplete,1,less_conv,inconv,problematic,recommended,priority
1211,usual,less_proper,completed,3,less_conv,convenient,problematic,recommended,priority
6175,pretentious,improper,complete,3,less_conv,convenient,nonprob,not_recom,not_recom
12169,great_pret,very_crit,complete,2,less_conv,convenient,nonprob,not_recom,not_recom
5996,pretentious,less_proper,foster,more,convenient,convenient,slightly_prob,recommended,very_recom
679,usual,proper,foster,1,less_conv,inconv,slightly_prob,not_recom,not_recom
6093,pretentious,improper,complete,1,critical,inconv,nonprob,priority,priority
11618,great_pret,critical,completed,more,convenient,inconv,nonprob,recommended,spec_prior
3177,usual,critical,incomplete,3,critical,inconv,nonprob,priority,spec_prior
12860,great_pret,very_crit,foster,3,convenient,inconv,nonprob,recommended,spec_prior
1351,usual,less_proper,incomplete,2,convenient,convenient,nonprob,not_recom,not_recom
2655,usual,critical,complete,2,convenient,inconv,nonprob,priority,priority
3547,usual,very_crit,complete,2,critical,convenient,nonprob,not_recom,not_recom
8510,pretentious,very_crit,foster,2,less_conv,inconv,problematic,recommended,spec_prior
4696,pretentious,proper,completed,3,critical,inconv,problematic,not_recom,not_recom
4642,pretentious,proper,completed,2,critical,inconv,problematic,not_recom,not_recom
4588,pretentious,proper,completed,1,critical,inconv,problematic,not_recom,not_recom
11299,great_pret,critical,complete,2,convenient,inconv,slightly_prob,not_recom,not_recom
6432,pretentious,improper,completed,more,convenient,convenient,problematic,priority,priority
7597,pretentious,critical,foster,1,critical,convenient,nonprob,not_recom,not_recom
6160,pretentious,improper,complete,3,convenient,convenient,slightly_prob,not_recom,not_recom
10286,great_pret,less_proper,foster,3,less_conv,inconv,nonprob,recommended,priority
9151,great_pret,proper,incomplete,2,less_conv,convenient,problematic,not_recom,not_recom
8977,great_pret,proper,completed,3,convenient,inconv,slightly_prob,not_recom,not_recom
7742,pretentious,critical,foster,more,less_conv,convenient,slightly_prob,recommended,spec_prior
2923,usual,critical,completed,3,convenient,convenient,problematic,not_recom,not_recom
5402,pretentious,less_proper,completed,1,convenient,convenient,slightly_prob,recommended,very_recom
12853,great_pret,very_crit,foster,3,convenient,convenient,nonprob,not_recom,not_recom
4566,pretentious,proper,completed,1,less_conv,inconv,slightly_prob,priority,priority
9572,great_pret,less_proper,complete,2,convenient,inconv,problematic,recommended,priority
8717,great_pret,proper,complete,2,less_conv,convenient,problematic,recommended,priority
12704,great_pret,very_crit,incomplete,more,convenient,inconv,problematic,recommended,spec_prior
11671,great_pret,critical,incomplete,1,convenient,convenient,problematic,not_recom,not_recom
5770,pretentious,less_proper,incomplete,3,critical,inconv,nonprob,not_recom,not_recom
7017,pretentious,critical,complete,2,critical,inconv,problematic,priority,spec_prior
9888,great_pret,less_proper,completed,more,convenient,convenient,problematic,priority,priority
607,usual,proper,incomplete,more,convenient,inconv,slightly_prob,not_recom,not_recom
6955,pretentious,critical,complete,1,critical,convenient,problematic,not_recom,not_recom
5371,pretentious,less_proper,complete,more,less_conv,convenient,problematic,not_recom,not_recom
1445,usual,less_proper,incomplete,3,critical,convenient,problematic,recommended,priority
10634,great_pret,improper,completed,1,critical,inconv,problematic,recommended,spec_prior
8834,great_pret,proper,complete,more,less_conv,inconv,problematic,recommended,spec_prior
2883,usual,critical,completed,2,less_conv,convenient,slightly_prob,priority,priority
661,usual,proper,foster,1,convenient,inconv,slightly_prob,not_recom,not_recom
835,usual,proper,foster,more,less_conv,convenient,problematic,not_recom,not_recom
3470,usual,very_crit,complete,1,convenient,inconv,problematic,recommended,spec_prior
11890,great_pret,critical,foster,1,convenient,inconv,nonprob,not_recom,not_recom
4783,pretentious,proper,incomplete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
12215,great_pret,very_crit,complete,3,convenient,inconv,slightly_prob,recommended,spec_prior
10753,great_pret,improper,completed,more,convenient,convenient,problematic,not_recom,not_recom
10264,great_pret,less_proper,foster,3,convenient,convenient,slightly_prob,not_recom,not_recom
7305,pretentious,critical,completed,more,convenient,inconv,problematic,priority,spec_prior
4117,usual,very_crit,foster,1,convenient,inconv,slightly_prob,not_recom,not_recom
9040,great_pret,proper,completed,more,less_conv,convenient,slightly_prob,not_recom,not_recom
11785,great_pret,critical,incomplete,3,convenient,inconv,slightly_prob,not_recom,not_recom
1986,usual,improper,completed,1,critical,convenient,problematic,priority,priority
1187,usual,less_proper,completed,3,convenient,convenient,nonprob,recommended,very_recom
5988,pretentious,less_proper,foster,3,critical,inconv,slightly_prob,priority,priority
9004,great_pret,proper,completed,3,critical,convenient,slightly_prob,not_recom,not_recom
8097,pretentious,very_crit,completed,2,critical,inconv,problematic,priority,spec_prior
2878,usual,critical,completed,2,convenient,inconv,problematic,not_recom,not_recom
10220,great_pret,less_proper,foster,2,convenient,inconv,problematic,recommended,spec_prior
10121,great_pret,less_proper,incomplete,more,less_conv,convenient,problematic,recommended,spec_prior
5866,pretentious,less_proper,foster,1,less_conv,inconv,problematic,not_recom,not_recom
2605,usual,critical,complete,1,convenient,inconv,slightly_prob,not_recom,not_recom
9708,great_pret,less_proper,complete,more,critical,convenient,problematic,priority,spec_prior
10310,great_pret,less_proper,foster,3,critical,inconv,problematic,recommended,spec_prior
2085,usual,improper,completed,3,less_conv,inconv,problematic,priority,priority
10336,great_pret,less_proper,foster,more,less_conv,convenient,slightly_prob,not_recom,not_recom
2842,usual,critical,completed,1,less_conv,inconv,problematic,not_recom,not_recom
494,usual,proper,incomplete,2,convenient,inconv,nonprob,recommended,priority
12407,great_pret,very_crit,completed,2,critical,convenient,problematic,recommended,spec_prior
7670,pretentious,critical,foster,3,convenient,convenient,slightly_prob,recommended,priority
7902,pretentious,very_crit,complete,3,less_conv,convenient,nonprob,priority,spec_prior
5267,pretentious,less_proper,complete,2,less_conv,inconv,slightly_prob,recommended,very_recom
3977,usual,very_crit,incomplete,2,critical,convenient,nonprob,recommended,spec_prior
2223,usual,improper,incomplete,2,convenient,inconv,nonprob,priority,priority
9227,great_pret,proper,incomplete,3,critical,inconv,slightly_prob,recommended,priority
7782,pretentious,very_crit,complete,1,convenient,convenient,problematic,priority,priority
3066,usual,critical,incomplete,1,critical,convenient,problematic,priority,spec_prior
8453,pretentious,very_crit,foster,1,less_conv,inconv,slightly_prob,recommended,spec_prior
4445,pretentious,proper,complete,3,less_conv,convenient,nonprob,recommended,priority
161,usual,proper,complete,more,convenient,convenient,nonprob,recommended,very_recom
5652,pretentious,less_proper,incomplete,1,critical,convenient,nonprob,priority,priority
12508,great_pret,very_crit,completed,more,less_conv,inconv,problematic,not_recom,not_recom
12216,great_pret,very_crit,complete,3,convenient,inconv,slightly_prob,priority,spec_prior
10251,great_pret,less_proper,foster,2,critical,inconv,nonprob,priority,spec_prior
2086,usual,improper,completed,3,less_conv,inconv,problematic,not_recom,not_recom
3648,usual,very_crit,complete,more,less_conv,inconv,slightly_prob,priority,spec_prior
5704,pretentious,less_proper,incomplete,2,less_conv,inconv,problematic,not_recom,not_recom
10550,great_pret,improper,complete,more,less_conv,convenient,slightly_prob,recommended,spec_prior
6045,pretentious,less_proper,foster,more,critical,inconv,problematic,priority,priority
12922,great_pret,very_crit,foster,more,convenient,inconv,problematic,not_recom,not_recom
2403,usual,improper,foster,1,less_conv,inconv,nonprob,priority,priority
8744,great_pret,proper,complete,2,critical,inconv,problematic,recommended,spec_prior
9925,great_pret,less_proper,completed,more,critical,convenient,problematic,not_recom,not_recom
1311,usual,less_proper,incomplete,1,convenient,inconv,problematic,priority,priority
1892,usual,improper,complete,more,convenient,convenient,slightly_prob,recommended,very_recom
5344,pretentious,less_proper,complete,3,critical,inconv,problematic,not_recom,not_recom
7161,pretentious,critical,completed,1,less_conv,inconv,problematic,priority,spec_prior
2406,usual,improper,foster,1,less_conv,inconv,slightly_prob,priority,priority
6824,pretentious,improper,foster,3,less_conv,convenient,slightly_prob,recommended,priority
3704,usual,very_crit,completed,1,less_conv,inconv,problematic,recommended,spec_prior
11862,great_pret,critical,incomplete,more,critical,convenient,nonprob,priority,spec_prior
12628,great_pret,very_crit,incomplete,2,critical,inconv,nonprob,not_recom,not_recom
5401,pretentious,less_proper,completed,1,convenient,convenient,nonprob,not_recom,not_recom
6458,pretentious,improper,completed,more,less_conv,inconv,problematic,recommended,spec_prior
8689,great_pret,proper,complete,1,critical,inconv,slightly_prob,not_recom,not_recom
4106,usual,very_crit,foster,1,convenient,convenient,slightly_prob,recommended,priority
76,usual,proper,complete,2,less_conv,convenient,slightly_prob,not_recom,not_recom
10002,great_pret,less_proper,incomplete,2,convenient,inconv,slightly_prob,priority,spec_prior
9154,great_pret,proper,incomplete,2,less_conv,inconv,nonprob,not_recom,not_recom
3793,usual,very_crit,completed,3,convenient,inconv,slightly_prob,not_recom,not_recom
9763,great_pret,less_proper,completed,1,critical,convenient,problematic,not_recom,not_recom
7633,pretentious,critical,foster,2,less_conv,convenient,nonprob,not_recom,not_recom
5336,pretentious,less_proper,complete,3,critical,inconv,nonprob,recommended,priority
11710,great_pret,critical,incomplete,1,critical,inconv,nonprob,not_recom,not_recom
3109,usual,critical,incomplete,2,less_conv,inconv,slightly_prob,not_recom,not_recom
7570,pretentious,critical,foster,1,convenient,inconv,nonprob,not_recom,not_recom
4143,usual,very_crit,foster,1,critical,convenient,slightly_prob,priority,spec_prior
593,usual,proper,incomplete,more,convenient,convenient,nonprob,recommended,very_recom
8725,great_pret,proper,complete,2,less_conv,inconv,slightly_prob,not_recom,not_recom
9028,great_pret,proper,completed,more,convenient,inconv,nonprob,not_recom,not_recom
5028,pretentious,proper,foster,2,convenient,convenient,problematic,priority,priority
10307,great_pret,less_proper,foster,3,critical,inconv,slightly_prob,recommended,priority
6072,pretentious,improper,complete,1,less_conv,convenient,problematic,priority,priority
6360,pretentious,improper,completed,2,critical,convenient,problematic,priority,spec_prior
2113,usual,improper,completed,more,convenient,convenient,problematic,not_recom,not_recom
5047,pretentious,proper,foster,2,less_conv,convenient,problematic,not_recom,not_recom
737,usual,proper,foster,2,critical,convenient,nonprob,recommended,priority
3098,usual,critical,incomplete,2,less_conv,convenient,slightly_prob,recommended,priority
6727,pretentious,improper,foster,1,less_conv,inconv,slightly_prob,not_recom,not_recom
9049,great_pret,proper,completed,more,less_conv,inconv,slightly_prob,not_recom,not_recom
3290,usual,critical,foster,1,critical,inconv,problematic,recommended,spec_prior
6020,pretentious,less_proper,foster,more,less_conv,inconv,nonprob,recommended,priority
8534,pretentious,very_crit,foster,3,convenient,convenient,slightly_prob,recommended,priority
492,usual,proper,incomplete,2,convenient,convenient,problematic,priority,priority
1758,usual,improper,complete,1,less_conv,inconv,slightly_prob,priority,priority
12357,great_pret,very_crit,completed,1,critical,inconv,nonprob,priority,spec_prior
